pfrid,team,position,full_name,First*(actual_fantasy_points),fantasy_points_FP,fantasy_points_NFL,fantasy_points_CBS,fox,fantasy_points2,min,max,avg,opp_def_rank_nf,fantasy_points_nf,fantasy_points_fd,salary_fd,value_fd,overall_rank_nf,position_rank_nf,Confidence,opponent,FFPts,Grade,FanDuel (Projected points),FanDuel (Price),FanDuel ($/point),FanDuel (Value),performance,variability,changevs,homeaway,#,QB,#(2),RB,#(3),RB-PPR,#(4),WR,#(5),WR-PPR,#(6),TE,#(7),TE-PP,#(8),K,#(9),OFF,#(10),OFF-PPR,#(11),DEF
BradTo00,NE,QB,Tom Brady,19.26,22.126,23.67,19.748,16.7,17.328,18.86,30.34,25.05777778,10,20.95,21.97,9200,2.39,1,1,20.95,BUF,20.9,A-Game,21.6,9200,425,2.35,21.57342857,11.48,-3.484349206,1,8,14.8,20,19.9,17,24.5,13,21.8,17,35.5,6,5.1,7,9.5,3,5.9,8,67.5,12,90.2,18,7.7
McMaBr01,DEN,K,Brandon McManus,6,8,10,8,,,6,26,17.44444444,25,9.78,9.8,4800,,1,1,9.78,CHI,7.3,B-Game,7.3,4800,661.8,1.51,8.951428571,20,-8.493015873,2,20,17.1,11,15.9,11,20.2,16,23.4,14,35.3,7,5.2,5,9.1,28,8.5,16,70.1,11,90.1,26,9.4
CarrDe02,OAK,QB,Derek Carr,19.28,18.537,17.2,16.468,21,21.199,3.24,29.12,19.59333333,27,20.88,21.5,7700,2.79,2,2,20.88,DET,18.2,A-Game,18.9,7700,407.3,2.45,19.195,25.88,-0.398333333,2,31,21,23,20.8,19,25.6,27,26.6,27,41.9,26,10.5,26,16,21,7.8,31,86.7,31,112.3,20,8.2
WalsBl00,MIN,K,Blair Walsh,24,8,7,8,,,3,25,16.88888889,21,9.36,9.36,4900,,2,2,9.36,GB,7.1,B-Game,7.1,4900,694.1,1.44,8.311428571,22,-8.577460317,1,26,18.5,16,18.5,16,23.2,25,25.5,22,38,17,8.3,16,13.3,10,6.4,21,77.2,21,99.4,1,3.9
HausSt00,SEA,K,Steven Hauschka,19,9,10,8,,,9,26,17.22222222,29,9.1,9.11,5000,,3,3,9.1,SF,8.1,A-Game,8.1,5000,617.2,1.62,8.915714286,17,-8.306507937,1,25,18.1,26,21.1,28,28.4,24,25.3,25,38.5,18,8.4,20,13.9,7,6.2,24,79.1,27,105,29,9.9
RodgAa00,GB,QB,Aaron Rodgers,22.12,18.205,24.44,14.948,17.9,18.345,6.18,34.92,21.76666667,16,19.5,20.46,8900,2.3,3,3,19.5,MIN,18.5,A-Game,18.9,8900,472,2.12,19.42185714,28.74,-2.344809524,2,14,16.5,7,15.7,6,19.6,10,21.2,12,33.8,20,9,22,14.3,11,6.4,10,68.8,13,90.7,7,6.4
PalmCa00,ARI,QB,Carson Palmer,21.32,18.859,18.91,18.902,15.6,17.012,16.98,30.56,21.39555556,11,19.09,19.91,8200,2.43,4,4,19.09,CIN,17.9,A-Game,18.8,8200,437,2.29,19.08014286,13.58,-2.315412698,1,2,13.5,15,17.1,14,22.9,7,18.2,8,29.2,11,6.3,15,12.8,6,6,2,61,5,84.4,6,6.2
PratMa20,DET,K,Matt Prater,9,8,10,8,,,4,33,13.875,31,9.02,9.04,4500,,4,4,9.02,OAK,7.1,B-Game,7.1,4500,630.8,1.59,8.597142857,29,-5.277857143,1,27,18.9,24,20.9,26,27.7,14,22,21,36.7,31,12.9,32,18.7,31,10,30,84.6,30,112,17,7.7
NewtCa00,CAR,QB,Cam Newton,20.98,17.84,21.96,20.719,19.3,16.463,13.5,34.58,22.34222222,15,18.81,19.63,8600,2.28,5,5,18.81,WAS,20.8,A-Game,21.7,8600,395.9,2.53,19.92414286,21.08,-2.418079365,1,13,16.5,8,15.8,7,19.7,20,24.3,13,35.1,9,5.5,10,10.3,13,6.8,11,68.9,7,88.4,12,6.9
SantCa01,KC,K,Cairo Santos,31,9,10,8,,,9,39,19.77777778,28,8.87,8.88,5000,,5,5,8.87,SD,7.4,B-Game,7.4,5000,674.4,1.48,8.717142857,30,-11.06063492,2,19,17,32,25.3,32,30.8,8,18.9,7,28.7,25,9.6,21,14.3,29,8.8,25,79.6,22,99.5,24,8.9
SuccRy44,TEN,K,Ryan Succop,10,5,10,5,,,6,30,14.55555556,23,8.73,8.74,4500,,7,7,8.73,JAX,6.7,B-Game,6.7,4500,673.1,1.49,7.557142857,24,-6.998412698,2,21,17.2,22,20.6,27,27.8,15,22,16,35.5,23,9.3,23,14.5,24,8.2,22,77.3,25,103.1,30,10.6
WilsRu00,SEA,QB,Russell Wilson,17.8,14.712,15.75,15.676,21.5,18.535,13.4,23.04,16.57111111,29,18.68,19.44,7600,2.56,7,7,18.68,SF,17.8,A-Game,18.6,7600,409.3,2.44,17.36257143,9.64,0.791460317,1,25,18.1,26,21.1,28,28.4,24,25.3,25,38.5,18,8.4,20,13.9,7,6.2,24,79.1,27,105,29,9.9
CarpDa44,BUF,K,Dan Carpenter,17,8,10,8,,,11,32,19,14,8.33,8.36,4700,,8,8,8.33,NE,6.5,B-Game,6.5,4700,725.5,1.38,8.217142857,21,-10.78285714,2,23,17.4,6,13.9,10,20,21,24.4,23,38,14,7.8,14,12.8,5,6,14,69.5,15,94.2,2,4.5
TaylTy00,BUF,QB,Tyrod Taylor,11.52,15.867,10.31,14.715,14.4,12.814,11.52,28.98,19.23428571,14,17.41,18.22,7200,2.53,8,8,17.41,NE,16.6,A-Game,17.6,7200,408.4,2.45,15.93314286,17.46,-3.301142857,2,23,17.4,6,13.9,10,20,21,24.4,23,38,14,7.8,14,12.8,5,6,14,69.5,15,94.2,2,4.5
DaltAn00,CIN,QB,Andy Dalton,9.88,17.689,16.74,15.256,13.7,14.388,9.88,31.32,20.34666667,6,17.29,17.99,7900,2.28,9,9,17.29,ARI,16,B-Game,17,7900,464.3,2.15,17.03642857,21.44,-3.310238095,2,12,16.3,12,16.3,12,21.6,19,24.3,18,36.1,1,3.8,1,7.9,18,7.5,9,68,10,89.3,11,6.9
CataCh00,ARI,K,Chandler Catanzaro,35,9,10,8,,,12,36,26.44444444,11,8.26,8.23,4700,,10,10,8.26,CIN,7.3,B-Game,7.3,4700,646.1,1.55,8.435714286,24,-18.00873016,1,2,13.5,15,17.1,14,22.9,7,18.2,8,29.2,11,6.3,15,12.8,6,6,2,61,5,84.4,6,6.2
BailDa00,DAL,K,Dan Bailey,9,8,10,8,,,8,26,16.11111111,26,8.17,8.15,4600,,11,11,8.17,MIA,7.4,B-Game,7.4,4600,619.5,1.61,8.27,18,-7.841111111,2,18,17,31,24.4,31,28.9,17,23.7,15,35.5,19,8.6,17,13.3,16,7.4,26,81,23,102,21,8.5
MariMa01,TEN,QB,Marcus Mariota,8.8,15.081,16.52,12.232,17.2,16.663,6.76,33.34,17.41428571,23,17.04,17.99,7100,2.53,11,11,17.04,JAX,16,B-Game,16.9,7100,420.3,2.38,16.11471429,26.58,-1.299571429,2,21,17.2,22,20.6,27,27.8,15,22,16,35.5,23,9.3,23,14.5,24,8.2,22,77.3,25,103.1,30,10.6
CrosMa20,GB,K,Mason Crosby,10,8,6,5,,,10,34,19.44444444,16,8.07,8.08,4900,,12,12,8.07,MIN,7,B-Game,7,4900,703.2,1.42,7.174285714,24,-12.27015873,2,14,16.5,7,15.7,6,19.6,10,21.2,12,33.8,20,9,22,14.3,11,6.4,10,68.8,13,90.7,7,6.4
GostSt20,NE,K,Stephen Gostkowski,26,9,10,9,,,24,44,30.44444444,10,8.07,8.06,5100,,12,12,8.07,BUF,8,A-Game,8,5100,638.9,1.57,8.6,20,-21.84444444,1,8,14.8,20,19.9,17,24.5,13,21.8,17,35.5,6,5.1,7,9.5,3,5.9,8,67.5,12,90.2,18,7.7
PeteAd01,MIN,RB,Adrian Peterson,28.6,8.425,6.81,6.58,17.2,8.41,6.2,28.6,16.37777778,21,16.6,17.97,8900,2.02,13,1,16.6,GB,16.9,A-Game,18,8900,495.7,2.02,12.99785714,22.4,-3.379920635,1,26,18.5,16,18.5,16,23.2,25,25.5,22,38,17,8.3,16,13.3,10,6.4,21,77.2,21,99.4,1,3.9
janikseb01,OAK,K,Sebastian Janikowski,12,9,7,5,,,6,35,22.55555556,27,7.79,7.79,4600,,13,13,7.79,DET,7.5,B-Game,7.5,4600,612.6,1.63,7.41,29,-15.14555556,2,31,21,23,20.8,19,25.6,27,26.6,27,41.9,26,10.5,26,16,21,7.8,31,86.7,31,112.3,20,8.2
HopkDu00,WAS,K,Dustin Hopkins,33,5,9,5,,,9,33,18.375,7,7.73,7.74,4500,,14,14,7.73,CAR,6.3,B-Game,6.3,4500,709,1.41,6.928571429,24,-11.44642857,2,5,14,17,19.5,23,26.2,4,16.2,6,28.7,15,7.9,13,12.5,14,7.3,7,64.8,8,88.6,3,4.9
StafMa00,DET,QB,Matthew Stafford,16.78,19.064,13.94,19.588,15.5,15.631,8.12,34.9,16.18888889,31,16.5,17.9,7000,2.56,14,13,16.5,OAK,17.5,A-Game,18.4,7000,379.4,2.64,17.41314286,26.78,1.224253968,1,27,18.9,24,20.9,26,27.7,14,22,21,36.7,31,12.9,32,18.7,31,10,30,84.6,30,112,17,7.7
BridTe00,MIN,QB,Teddy Bridgewater,11.9,12.578,15.45,13.198,13.9,13.778,3.74,18.74,12.88888889,21,16.28,17.07,6600,2.59,15,14,16.28,GB,13.9,C-Game,14.9,6600,443.7,2.25,15.108,15,2.219111111,1,26,18.5,16,18.5,16,23.2,25,25.5,22,38,17,8.3,16,13.3,10,6.4,21,77.2,21,99.4,1,3.9
nugenmik01,CIN,K,Mike Nugent,7,8,10,5,,,7,31,22.33333333,6,7.6,7.57,4600,,15,15,7.6,ARI,7,B-Game,7,4600,661.6,1.51,7.538571429,24,-14.7947619,2,12,16.3,12,16.3,12,21.6,19,24.3,18,36.1,1,3.8,1,7.9,18,7.5,9,68,10,89.3,11,6.9
BortBl00,JAC,QB,Blake Bortles,17.02,18.589,16.3,15.572,17,16.687,11.92,29.22,19.83777778,12,16.19,17.75,7500,2.37,17,16,16.19,TEN,17.9,A-Game,18.9,7500,396,2.53,17.07014286,17.3,-2.767634921,1,22,17.4,5,13.8,3,16.7,11,21.4,9,31.4,28,11,27,16.3,2,5.7,13,69.3,6,87.4,32,13.7
GanoGr44,CAR,K,Graham Gano,25,9,10,9,,,14,31,22.88888889,15,7.51,7.49,4800,,17,17,7.51,WAS,7.8,A-Game,7.8,4800,612.1,1.63,8.33,17,-14.55888889,1,13,16.5,8,15.8,7,19.7,20,24.3,13,35.1,9,5.5,10,10.3,13,6.8,11,68.9,7,88.4,12,6.9
SturCa00,PHI,K,Caleb Sturgis,15,5,0,8,,,12,31,18.83333333,18,7.44,7.44,4800,,18,18,7.44,TB,7.7,B-Game,7.7,4800,625.3,1.6,6.145714286,19,-12.68761905,1,24,17.8,9,15.9,8,19.7,22,24.5,24,38.4,13,7.4,12,12.1,22,8,20,73.4,20,95.9,27,9.4
FitzRy00,NYJ,QB,Ryan Fitzpatrick,16.72,16.052,17.82,15.485,11.4,11.185,3.04,26.22,16.63555556,13,16,17.1,7400,2.31,19,17,16,HOU,15.4,B-Game,16.3,7400,454.2,2.2,16.39385714,23.18,-0.241698413,2,17,16.9,28,21.4,25,27.5,9,21.1,10,32.5,10,6.2,11,10.5,8,6.3,18,71.8,14,93.7,19,7.7
gouldrob01,CHI,K,Robbie Gould,33,8,10,8,,,4,33,19.375,1,7.15,7.14,4600,,19,19,7.15,DEN,6.7,B-Game,6.7,4600,683.6,1.46,7.734285714,29,-11.64071429,1,1,9.2,21,20.2,20,26.1,1,11.8,1,22.1,12,6.3,9,10.2,12,6.6,1,54,1,74.2,28,9.8
ZuerGr00,STL,K,Greg Zuerlein,12,8,10,8,,,7,24,14.33333333,17,7.01,7.03,4600,,20,20,7.01,BAL,7,B-Game,7,4600,659.9,1.52,7.721428571,17,-6.611904762,2,30,20.9,14,17,15,23.1,30,28.9,29,42.6,3,4.5,2,8.5,32,10.4,27,81.6,28,105.4,8,6.4
barthco01,TB,K,Connor Barth,11,8,10,5,,,11,29,19.4,5,7.01,6.97,4800,,20,20,7.01,PHI,6.9,B-Game,6.9,4800,695.3,1.44,7.27,18,-12.13,2,16,16.8,2,12.2,1,16.1,31,29,32,44.6,2,4.2,4,8.9,20,7.8,15,70,16,94.2,16,7.5
FranAn01,MIA,K,Andrew Franks,19,8,10,8,,,6,29,16.875,22,6.95,6.95,4700,,21,21,6.95,DAL,6.9,B-Game,6.9,4700,680.9,1.47,7.678571429,23,-9.196428571,1,4,13.9,19,19.7,18,24.9,6,17.4,5,27.9,5,5,6,9.1,15,7.4,6,63.3,3,83.2,25,9.1
GurlTo01,STL,RB,Todd Gurley,16.4,8.479,8.32,6.516,15.2,8.345,1.9,30.3,17.44285714,17,15.01,16.72,9200,1.82,21,3,15.01,BAL,15.4,A-Game,17.1,9200,537.1,1.86,12.45071429,28.4,-4.992142857,2,30,20.9,14,17,15,23.1,30,28.9,29,42.6,3,4.5,2,8.5,32,10.4,27,81.6,28,105.4,8,6.4
WinsJa00,TB,QB,Jameis Winston,14.56,12.745,14.1,13.609,16.9,16.612,13.26,20.38,16.77111111,5,14.92,16.19,6800,2.38,22,18,14.92,PHI,14,C-Game,15.1,6800,449.2,2.23,14.512,7.12,-2.259111111,2,16,16.8,2,12.2,1,16.1,31,29,32,44.6,2,4.2,4,8.9,20,7.8,15,70,16,94.2,16,7.5
OsweBr00,DEN,QB,Brock Osweiler,10.64,14.817,18.21,14.579,16.4,16.573,10.64,10.64,10.64,25,14.87,15.37,6000,2.56,23,19,14.87,CHI,14.1,C-Game,15.3,6000,392.5,2.55,15.43085714,0,4.790857143,2,20,17.1,11,15.9,11,20.2,16,23.4,14,35.3,7,5.2,5,9.1,28,8.5,16,70.1,11,90.1,26,9.4
novaknic01,HOU,K,Nick Novak,9,8,0,5,,,9,22,16.33333333,4,6.4,6.39,4500,,23,23,6.4,NYJ,6.6,B-Game,6.6,4500,684.3,1.46,5.541428571,13,-10.79190476,1,6,14,3,12.6,4,16.8,12,21.8,11,33.3,8,5.2,8,9.7,17,7.4,3,61.1,2,81.3,14,7.4
MyerJa00,JAC,K,Jason Myers,18,5,7,8,,,3,27,15.33333333,12,6.35,6.35,4700,,24,24,6.35,TEN,6.7,B-Game,6.7,4700,697.8,1.43,6.535714286,24,-8.797619048,1,22,17.4,5,13.8,3,16.7,11,21.4,9,31.4,28,11,27,16.3,2,5.7,13,69.3,6,87.4,32,13.7
YateT.00,HOU,QB,T.J. Yates,6.56,13.472,,13.22,12.4,13.446,6.56,6.56,6.56,4,14.24,15.5,5100,3.04,25,21,14.24,NYJ,13.3,C-Game,14.3,5100,355.6,2.81,0,0,,1,6,14,3,12.6,4,16.8,12,21.8,11,33.3,8,5.2,8,9.7,17,7.4,3,61.1,2,81.3,14,7.4
SancMa00,PHI,QB,Mark Sanchez,5.64,15.93,0,16.152,19,20.025,5.64,5.64,5.64,18,14.12,15.44,6400,2.41,26,22,14.12,TB,15.9,B-Game,17.1,6400,374.5,2.67,13.266,0,7.626,1,24,17.8,9,15.9,8,19.7,22,24.5,24,38.4,13,7.4,12,12.1,22,8,20,73.4,20,95.9,27,9.4
IvorCh00,NYJ,RB,Chris Ivory,12.5,7.395,7.96,6.147,13.9,6.171,5.6,27.1,15.9875,13,14.06,15.5,7200,2.15,27,4,14.06,HOU,13.5,B-Game,14.2,7200,507.7,1.97,11.33171429,21.5,-4.655785714,2,17,16.9,28,21.4,25,27.5,9,21.1,10,32.5,10,6.2,11,10.5,8,6.3,18,71.8,14,93.7,19,7.7
CousKi00,WAS,QB,Kirk Cousins,28.96,14.597,16.66,11.961,10.2,11.994,9.74,30.18,16.86888889,7,13.81,15.09,6900,2.19,29,24,13.81,CAR,13,C-Game,14.1,6900,488.3,2.05,14.28971429,20.44,-2.579174603,2,5,14,17,19.5,23,26.2,4,16.2,6,28.7,15,7.9,13,12.5,14,7.3,7,64.8,8,88.6,3,4.9
MurrDe00,PHI,RB,DeMarco Murray,14.9,9.579,8.04,8.945,15.2,10.935,5.8,25.1,14.8875,18,13.76,15.97,7600,2.1,30,5,13.76,TB,14.7,A-Game,16.7,7600,454.9,2.2,12.39342857,19.3,-2.494071429,1,24,17.8,9,15.9,8,19.7,22,24.5,24,38.4,13,7.4,12,12.1,22,8,20,73.4,20,95.9,27,9.4
McFaDa00,DAL,RB,Darren McFadden,7.3,9.032,7.28,6.591,16.9,11.446,3.1,23.2,10.28888889,26,13.6,15.09,6800,2.22,31,6,13.6,MIA,14.4,A-Game,16.2,6800,420,2.38,11.62757143,20.1,1.33868254,2,18,17,31,24.4,31,28.9,17,23.7,15,35.5,19,8.6,17,13.3,16,7.4,26,81,23,102,21,8.5
TannRy00,MIA,QB,Ryan Tannehill,16.48,15.289,16.74,17.784,19.3,18.311,9.9,27.58,16.99555556,22,13.49,14.59,7000,2.08,32,25,13.49,DAL,15.8,B-Game,16.8,7000,417.4,2.4,15.45471429,17.68,-1.54084127,1,4,13.9,19,19.7,18,24.9,6,17.4,5,27.9,5,5,6,9.1,15,7.4,6,63.3,3,83.2,25,9.1
WestCh01,KC,RB,Charcandrick West,29.6,8.915,5.97,5.675,17.8,9.708,2.4,29.6,13.13333333,28,13.29,14.65,7100,2.06,33,7,13.29,SD,14.8,A-Game,16.5,7100,431.3,2.32,11.18428571,27.2,-1.949047619,2,19,17,32,25.3,32,30.8,8,18.9,7,28.7,25,9.6,21,14.3,29,8.8,25,79.6,22,99.5,24,8.9
FlacJo00,BAL,QB,Joe Flacco,22.34,15.782,17.81,15.703,16.3,16.784,2.68,24.6,17.83333333,2,13.25,14.64,7600,1.93,34,26,13.25,STL,14.1,C-Game,15,7600,505,1.98,15.06214286,21.92,-2.771190476,1,3,13.8,18,19.6,24,26.8,2,13.7,2,26.2,16,7.9,19,13.5,27,8.4,5,63.3,9,88.7,22,8.6
LockJe00,MIN,P,Jeff Locke,0,15.782,17.81,15.703,16.3,16.784,2.68,24.6,17.83333333,2,13.25,14.64,7600,1.93,34,26,13.25,STL,14.1,C-Game,15,7600,505,1.98,15.06214286,21.92,-2.771190476,1,3,13.8,18,19.6,24,26.8,2,13.7,2,26.2,16,7.9,19,13.5,27,8.4,5,63.3,9,88.7,22,8.6
BlouLe00,NE,RB,LeGarrette Blount,14.7,5.168,6.68,5.977,12.5,6.013,0.4,27.7,14.27142857,10,13.13,14.54,7300,1.99,35,8,13.13,BUF,11.7,B-Game,12.2,7300,598.8,1.67,10.11785714,27.3,-4.153571429,1,8,14.8,20,19.9,17,24.5,13,21.8,17,35.5,6,5.1,7,9.5,3,5.9,8,67.5,12,90.2,18,7.7
MillLa01,MIA,RB,Lamar Miller,18.3,9.78,7.62,7.954,13.4,9.005,4.1,37.1,15.83333333,22,13.02,15.09,7400,2.04,36,9,13.02,DAL,13.7,B-Game,15.9,7400,465.3,2.15,11.76914286,33,-4.064190476,1,4,13.9,19,19.7,18,24.9,6,17.4,5,27.9,5,5,6,9.1,15,7.4,6,63.3,3,83.2,25,9.1
LyncMa00,SEA,RB,Marshawn Lynch,11.5,7.34,7.95,7.39,14.8,8.334,2.8,18.2,10.88571429,29,12.6,13.81,8100,1.7,37,10,12.6,SF,13.8,B-Game,14.9,8100,542.8,1.84,10.94142857,15.4,0.055714286,1,25,18.1,26,21.1,28,28.4,24,25.3,25,38.5,18,8.4,20,13.9,7,6.2,24,79.1,27,105,29,9.9
CutlJa00,CHI,QB,Jay Cutler,24.72,13.247,16.16,12.832,15.5,15.764,10.2,24.72,18.0375,1,12.43,13.69,7000,1.96,38,27,12.43,DEN,14.2,C-Game,15.2,7000,461.6,2.17,13.71271429,14.52,-4.324785714,1,1,9.2,21,20.2,20,26.1,1,11.8,1,22.1,12,6.3,9,10.2,12,6.6,1,54,1,74.2,28,9.8
MurrLa00,OAK,RB,Latavius Murray,10.2,7.852,7.31,5.496,13.7,8.974,5.6,21.4,12.01111111,27,12.28,13.62,6800,2,39,11,12.28,DET,13.3,B-Game,14.4,6800,472.6,2.12,10.46257143,15.8,-1.548539683,2,31,21,23,20.8,19,25.6,27,26.6,27,41.9,26,10.5,26,16,21,7.8,31,86.7,31,112.3,20,8.2
BryaDe01,DAL,WR,Dez Bryant,7,17.18,16.4,9.68,11.8,11.84,2.2,18.9,8.85,26,12.23,15.37,8400,1.83,40,2,12.23,MIA,13.3,A-Game,16.5,8400,509.8,1.96,14.22714286,16.7,5.377142857,2,18,17,31,24.4,31,28.9,17,23.7,15,35.5,19,8.6,17,13.3,16,7.4,26,81,23,102,21,8.5
CoopAm00,OAK,WR,Amari Cooper,10.4,17.231,15.9,10.76,9.9,9.74,6.9,21.8,13.4,27,11.64,14.24,7200,1.98,42,3,11.64,DET,11.1,A-Game,14.1,7200,509,1.96,13.64442857,14.9,0.244428571,2,31,21,23,20.8,19,25.6,27,26.6,27,41.9,26,10.5,26,16,21,7.8,31,86.7,31,112.3,20,8.2
McCoLe01,BUF,RB,LeSean McCoy,18.4,7.363,7.93,5.638,11.5,7.056,9.1,18.9,13.92857143,14,11.54,12.98,7500,1.73,43,12,11.54,NE,12.2,B-Game,13.7,7500,548.5,1.82,10.09871429,9.8,-3.829857143,2,23,17.4,6,13.9,10,20,21,24.4,23,38,14,7.8,14,12.8,5,6,14,69.5,15,94.2,2,4.5
JohnCh04,ARI,RB,Chris Johnson,5.8,4.179,1.63,4.373,13,6.892,3.7,27.5,10.61111111,11,11.52,12.96,6800,1.91,44,13,11.52,CIN,10.8,B-Game,11.1,6800,614.3,1.63,8.183142857,23.8,-2.427968254,1,2,13.5,15,17.1,14,22.9,7,18.2,8,29.2,11,6.3,15,12.8,6,6,2,61,5,84.4,6,6.2
JohnCa00,DET,WR,Calvin Johnson,11.1,17.13,7.4,10.84,9.7,9.82,4.9,25.6,13,31,11.1,14.12,8100,1.74,45,4,11.1,OAK,11.9,A-Game,14.8,8100,545.8,1.83,12.35571429,20.7,-0.644285714,1,27,18.9,24,20.9,26,27.7,14,22,21,36.7,31,12.9,32,18.7,31,10,30,84.6,30,112,17,7.7
HopkDe00,HOU,WR,DeAndre Hopkins,14.2,17.7,14.9,11.93,8.4,8.94,7.8,34.3,19.8,4,11.04,14.79,8900,1.66,46,5,11.04,NYJ,11.7,A-Game,15.1,8900,588.5,1.7,13.78571429,26.5,-6.014285714,1,6,14,3,12.6,4,16.8,12,21.8,11,33.3,8,5.2,8,9.7,17,7.4,3,61.1,2,81.3,14,7.4
